apps/multilanguage_frappe_website/multilanguage_frappe_website/config/desktop.py,Multilanguage Frappe Website,Web multiidioma basada en el framework Frappe
apps/multilanguage_frappe_website/multilanguage_frappe_website/www/translations.html,mlf:translations_helper,Herramienta de ayuda para traducciones
apps/multilanguage_frappe_website/multilanguage_frappe_website/templates/includes/navbar/navbar_items.html,mlf:link:setup,Configurar
apps/multilanguage_frappe_website/multilanguage_frappe_website/templates/includes/navbar/navbar_items.html,mlf:link:home,Web multiidioma con Frappe
apps/multilanguage_frappe_website/multilanguage_frappe_website/templates/includes/navbar/navbar_items.html,mlf:link:other,Otra página
apps/multilanguage_frappe_website/multilanguage_frappe_website/templates/includes/navbar/navbar_items.html,mlf:link:translations_helper,Traducciones
apps/multilanguage_frappe_website/multilanguage_frappe_website/templates/includes/setup.html,mlf:title:how_to_setup,¿Cómo configurar una web multiidioma con Frappe?
